,Estado,FechasFechaPublicacion,Nombre,CompradorNombreOrganismo,CompradorCodigoOrganismo,AdjudicacionUrlActa,CodigoExterno
4154,Desierta o art 3 o 9 Ley 19 886,2016-11-04T16:09:19.76,Contratacion taxibuses traslados Adultos Mayores,Ilustre Municipalidad de Nacimiento,135561,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=AGdkGwwUUD6Nuugn9H+euF7tW9LUWmTfFlMA03DUFgM=,4351-168-L116
872,Desierta o art 3 o 9 Ley 19 886,2016-11-04T17:00:25.723,SERVICIO PROCEDIMEINTO VASCULAR TERAPEUTICO,Hospital Guillermo Grant Benavente,7324,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=0oB/22A6+eFfErpNlGJWINNg7FF1DQy899qVZfktJUA=,1667-98-LQ16
4707,Desierta o art 3 o 9 Ley 19 886,2016-11-04T17:11:00,ADQ E INSTALACION DE SISTEMA DE CIRCUITO CERRADO,Carabineros de Chile,113812,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=0yf7DLnBmQYnUvpbRZjfJcJjkhdqE9WQr8TNZHWE0mw=,5240-300-LP16
3239,Desierta o art 3 o 9 Ley 19 886,2016-11-04T17:38:51.837,REPUESTOS PARA VEHICULOS VARIOS CGIVDE,Ejercito de Chile,111870,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=t5H3bRgrIwGskCLheIFCHK9L5LnY2rWlMp0X595VZe4=,3388-22-L116
5366,Desierta o art 3 o 9 Ley 19 886,2016-11-04T17:44:01.513,INSUMOS PARA UNIDAD DE DECOMISO LEY 20 000,Servicio de Salud Metropolitano Sur Oriente,7203,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=fMljOGuq61nu8knzMw8X35UZPnJWBZmkBMR8VV6+SA8=,884-235-LE16
4739,Desierta o art 3 o 9 Ley 19 886,2016-11-04T19:35:04.833,2da Sistema de refrigeracion camion Kenworth T300,Ejercito de Chile,111870,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=LeD/QVhTzq/bRokTF2ddHsy+esy1zSIRQoowyzB+IVE=,531153-20-L116
3695,Desierta o art 3 o 9 Ley 19 886,2016-11-05T02:36:36.78,T E Recorrido Escuela Isla de Yaquil,Ilustre Municipalidad de Santa Cruz,117584,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=Yke8oPxZnaq0x+9F7Ptse8OVhSxPW9ZGq/WXVZhdO7s=,3863-41-L116
3836,Desierta o art 3 o 9 Ley 19 886,2016-11-05T11:15:59.13,Contratacion Movilizacion Esc CURAMAVIDA SEP,Ilustre Municipalidad de Santa Juana,118623,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=aF/wGKyVAO3PAy2k7jcgR+W0IoHET1TJ1KNNwLJmOF4=,3955-24-L116
1054,Desierta o art 3 o 9 Ley 19 886,2016-11-05T12:23:56.963,Especialista para rondas medicas,Servicio de Salud del Reloncavi,7104,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=5FuyqxmAGDprp1vRlxVMKZm6EXIeh5/HB61D+KzRrLY=,1761-78-LE16
758,Desierta o art 3 o 9 Ley 19 886,2016-11-07T09:05:25.633,ADQ REACTIVOS E INSUMOS PROGRAMA VIH MES DE NOVIEMBRE 2016 LAB CLINICO,Servicio de Salud Iquique,7453,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=bPlxRaRVOsiKJZRtZbZ5pTsY+IW2Sd336Mb0J7RlP8w=,1647-1756-L116
1394,Desierta o art 3 o 9 Ley 19 886,2016-11-07T09:28:00,PPTA 309 16 COMPRA DE CIRUGIAS PAQUETIZADAS DE RESECCION INTESTINAL QUISTE Y RECONSTITUCION EN 2DO TIEMPO,Hospital Doctor Hernan Henriquez Aravena,7046,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=UcYA+/FMwDzPg9xdy904NRVAnPJhlCk8IViVH8ueFw0=,2133-156-LQ16
2592,Desierta o art 3 o 9 Ley 19 886,2016-11-07T11:04:31.837,ADQUISICION MAS INSTALACION DE PROYECTORES Y PANTALLAS USO ESCUELA SONIA PLAZA CASTRO,MUNICIPALIDAD DE PENAFLOR,100137,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=fLjlOlqOLNPLFawTZSepI8ZGrJB0/IXIYPpN4bVUzSw=,2733-369-L116
937,Desierta o art 3 o 9 Ley 19 886,2016-11-07T11:38:44.51,Uniformes Corporativos para Seremi Salud Atacama,Ministerio de Salud MINSAL,7079,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ol3y+BcF2omv9fId8TJlxd4QJ0qhrO9lGT94UVOyBaE=,1671-62-L116
2593,Desierta o art 3 o 9 Ley 19 886,2016-11-07T11:52:07.433,ADQUISICION DE MAT DE LIBRERIA Y ESCRITORIO USO ESCUELA MANDATARIO EDUARDO FREI MONTALVA,MUNICIPALIDAD DE PENAFLOR,100137,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=kxd1ze43seWC2Z5k62jacK/+4gn1zxLUu6Us7I+WsYM=,2733-370-L116
3240,Desierta o art 3 o 9 Ley 19 886,2016-11-07T12:28:04.787,SERVICIO MANTENIMIENTO TOYOTA RUNNER,Ejercito de Chile,111870,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=JqcKpZWuUX0ddJnoxEm2xm0Vwl+rOy4PzhPiSKlMlGg=,3388-23-L116
3497,Desierta o art 3 o 9 Ley 19 886,2016-11-07T12:36:50.067,ADQ DE ELEMENTOS DE SEGURIDAD,Ejercito de Chile,111870,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=Sa44orCxoAwmow/sqqqVGnAVFxijJ5XLyGS78tIgC0A=,3654-149-L116
4923,Desierta o art 3 o 9 Ley 19 886,2016-11-07T12:38:55.017,ADQUISICION DE INSTRUMENTOS MUSICALES,Gendarmeria de Chile,6925,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=NYkZ6ZWV0lJ1wPcfs93PC2yDKgGC1b8W8yXltIOoP3o=,5702-93-L116
413,Desierta o art 3 o 9 Ley 19 886,2016-11-07T12:50:00,ARRIENDO DE BIPAPS PARA EL HOSPITAL BASE VALDIVIA,Hospital Valdivia,7410,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=L5/DpnfbPFbxPSRh1rVc/MjwJOtL7w5yiFqoReQSI6s=,1553-1812-LE16
2594,Desierta o art 3 o 9 Ley 19 886,2016-11-07T13:34:15.1,ADQUISICION DE MAT DE LIBRERIA Y ESCRITORIO USO ESCUELA REPUBLICA DE ISRAEL,MUNICIPALIDAD DE PENAFLOR,100137,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=EA9ZvvjijsVmu9C5bTv3OKgaG3UZwHVY9e4+cpgSCCI=,2733-375-L116
2595,Desierta o art 3 o 9 Ley 19 886,2016-11-07T14:05:05.38,ADQUISICION DE INSTRUMENTOS MUSICALES USO ESCUELA SONIA PLAZA CASTRO,MUNICIPALIDAD DE PENAFLOR,100137,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=K2ESKH0Aq4yK9YqD9nGZDcvfu4c68Ib313oOZnNEYWE=,2733-376-L116
2188,Desierta o art 3 o 9 Ley 19 886,2016-11-07T14:48:52.12,ILUMINACION Y AMPLIFICACION ESCUELA PALESTINA,I Municipalidad de Curico,87838,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=VZ+OzQsrUhjmcn6BS+8SScx9mPpDrjhfe0YE2U9D+jg=,2440-255-L116
5288,Desierta o art 3 o 9 Ley 19 886,2016-11-07T14:56:12.007,Suministro de Delantal de Procedimiento y Blusa Manga Corta,Hospital Clinico San Borja Arriaran,7326,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=/4lojTEoMMgcq6H2FBDjLkUQgI2ubyQcjoVqXiwaSZA=,831756-136-LE16
2833,Desierta o art 3 o 9 Ley 19 886,2016-11-07T15:12:05,REPUESTOS CAMIONETA KIA FRONTIER D A O,I Municipalidad de San Pablo,111960,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=dbjqrJ3GSSvBZONxLh1jjHDIwMzvcyXeCGE/xXqP0+0=,2941-104-L116
2915,Desierta o art 3 o 9 Ley 19 886,2016-11-07T15:31:33.843,Servicio de Traslado en buses DIDECO,Ilustre Municipalidad de Monte Patria,112924,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=oSW4bwiFKi5VclIv/6HHEPIYnpDVRSzFDUtzYy7m3iY=,3000-111-L116
2505,Desierta o art 3 o 9 Ley 19 886,2016-11-07T15:42:00,Regalo de navidad para ninos y ninas de la comuna,I MUNICIPALIDAD DE COLINA,99322,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=3lwAE1mhIhIV0Xj58K7z+cmHnHpTDZOtvB/97GJwVQ0=,2686-92-LE16
2784,Desierta o art 3 o 9 Ley 19 886,2016-11-07T16:00:41.817,FACH CDO LOG ADQUISICION DE MATERIALES,Fuerza Aerea de Chile,6946,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=TQXNzhRJEyQ3nu7aYIB1ucdh3R7s3C2DaK2YA039aOQ=,29-147-LP16
5308,Desierta o art 3 o 9 Ley 19 886,2016-11-07T16:04:12.783,Comida de emergencia y barrica para PDAs en CHS,Ejercito de Chile,111870,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=kOScMsUogTXscvCrOHlL7JHbi90Tvglnce/oqFRMyAE=,840614-6-L116
1869,Desierta o art 3 o 9 Ley 19 886,2016-11-07T16:12:17.993,SP/ADQ 1591 4140/1539 4186/1549 4196/1547 4194/1545 4192/1540 4187/1538 4185/1536 4183/1535 4182/DIDECO/PES/MAQUINAS DE COSER,ILUSTRE MUNICIPALIDAD DE SAN BERNARDO,86548,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=vsJXouiTz0tdIOZ5N/dQ8hlXwIofgPeb6Dxb5xvWQ+w=,2341-609-L116
3553,Desierta o art 3 o 9 Ley 19 886,2016-11-07T16:18:26.53,SERVICIO DE MOVILIZACION,Ilustre Municipalidad de Laja,116405,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=4fYCFieL1XM+iwOz1Waanf416g0Y3uEamku0lwgE2H0=,3734-145-L116
3554,Adjudicada,2016-11-23T15:27:20.12,SERVICIO DE MOVILIZACION,Ilustre Municipalidad de Laja,116405,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=zV1aGnnOJ1zSI5Q+fGn9PR/g44YpZDKr/iUMBUEeJMo=,3734-158-L116
2158,Desierta o art 3 o 9 Ley 19 886,2016-11-07T16:22:00.477,TURISMO SOCIAL 2016,I MUNICIPALIDAD DE LO PRADO,87373,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=NZYqjJoPp4Nood4DAfll1BZcetQ2jQ00WoZs2rWQ2wA=,2413-37-LE16
4365,Desierta o art 3 o 9 Ley 19 886,2016-11-07T16:45:00.217,Mat Ferreteria Esc Rep Del Ecuador,Ilustre Municipalidad de El Monte,116741,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=UU4T5+9Z9bOxfsLAj/4wqX+o1sHBFNHYd6rxrTF+yus=,4703-109-L116
3926,Desierta o art 3 o 9 Ley 19 886,2016-11-07T16:58:06.557,GOLOSINAS Y OTROS MATERIALES PARA NAVIDAD 2016,Ilustre Municipalidad de Fresia,119651,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=UpiFqKChn4Pb39s1YDiXjLe47zQ7ZT9KQyW/LGiKshs=,4037-141-L116
1178,Desierta o art 3 o 9 Ley 19 886,2016-11-07T17:00:19.367,Reparacion y mantenimiento de Portones Cuartel S S E I,Direccion General de Aeronautica Civil,7202,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=bp+ktgSrz/yCGD6WzSdtGsrlcbpvy8LHhvoBRmuzCt8=,2049-15-L116
1180,Adjudicada,2016-11-15T12:28:48.023,Reparacion y mantenimiento de Portones Cuartel S S E I,Direccion General de Aeronautica Civil,7202,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=ujWRRhH4K8M6usK87K/kNa2O6JLUkmnrKKnsUKyaRD8=,2049-18-L116
422,Desierta o art 3 o 9 Ley 19 886,2016-11-07T17:01:52.13,Medicamentos Noviembre 2016,Hospital Valdivia,7410,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=QlqWhfKCVBZBLLsZPdaM52dT1VY+O9/HculgukFM2e8=,1553-1824-L116
20,Desierta o art 3 o 9 Ley 19 886,2016-11-07T17:41:07.91,aire acondicionado,MOP Direccion de Vialidad,7248,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=gkIRlv3q1ErHGfbiXCDV9NYGDU8WeK1RwfDQPCkNzQo=,1028-154-L116
2797,Desierta o art 3 o 9 Ley 19 886,2016-11-07T17:42:15.483,SALIDAS EDUCATIVAS ALUMNOS ESCUELAS MUNICIPALES,Ilustre Municipalidad de Futrono,106880,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=oqD9Wrso7aDHskiW07qxxwklxD4ThZFHfW2P4DBBDYg=,2909-43-CO16
466,Desierta o art 3 o 9 Ley 19 886,2016-11-07T18:12:36.95,SERVICIOS DE EMPASTES,Hospital Valdivia,7410,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=xTjZL9LhG2KePs5UIQpMQ89IJ4Vk4QYbPK48UOwh11k=,1553-1873-LE16
3517,Desierta o art 3 o 9 Ley 19 886,2016-11-07T18:43:20.9,LOS PASOS DE LA MEMORIA ODEL,Ilustre Municipalidad de Salamanca,116295,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=MkF6CWjnyoZA/i3vFhShBv/KZODwkMq815uuTU9/D/k=,3682-19-LE16
4338,Desierta o art 3 o 9 Ley 19 886,2016-11-08T08:41:24.447,Estudio Divisiones Economicas para la DT,Direccion del Trabajo,7000,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=k7itfFPzTIsi70wHHZnXDNaHNs1vSS1QLyaUKpwvt6Y=,4629-90-LR16
2314,Desierta o art 3 o 9 Ley 19 886,2016-11-08T10:01:52.733,IMPLEMENTOS PARA ACTIVIDADES CONSEJO DESARROLLOSRN,I Municipalidad de Chillan,88254,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=tOBTS89wTtTmzpaYimIfZlvoi9NxY2HNxP/Fa6JHYiY=,2470-231-L116
253,Desierta o art 3 o 9 Ley 19 886,2016-11-08T10:51:45.78,INSUMOS LABORATORIO,Universidad de Talca,7147,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=2YukajQOZFLW+seoEHG/oLjbTm5f9OE0pWUe5fHEbPw=,1469-266-L116
1605,Desierta o art 3 o 9 Ley 19 886,2016-11-08T11:00:47.05,QUIMICA SANGUINEA Y URINARIA,Hospital Doctor Luis Calvo Mackenna,6918,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=8jvQRRr5Z8m4d5QFwUANZxHbrftrZDooOi00aWSMvsk=,2252-199-LQ16
2475,Desierta o art 3 o 9 Ley 19 886,2016-11-08T11:01:07.777,PTR N 181 BANDERAS PARA EL CESFAM,MUNICIPALIDAD DE VITACURA,98462,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=aOj1bgz3oWLX68ktbDVRV97TkN6jV1sU9vfKTf6b05I=,2669-174-L116
2481,Desierta o art 3 o 9 Ley 19 886,2016-11-17T15:18:42.177,PTR N 181 BANDERAS PARA EL CESFAM,MUNICIPALIDAD DE VITACURA,98462,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=Orp7aoskG+Ge3N9A/i7lS9uamf9tcJo9A4HzwCrt+ik=,2669-183-L116
2154,Desierta o art 3 o 9 Ley 19 886,2016-11-08T11:10:10.54,CONTRATO SUMINISTRO ADQUISICION DE COMBUSTIBLE,Municipalidad de Los Angeles,87187,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=StF+V1wC0uFtqJNvHig/khgQufZoEy3ib4AU6xXeHJU=,2411-9-L116
1870,Desierta o art 3 o 9 Ley 19 886,2016-11-08T11:14:57.94,SP 1577 4148/1542 4189/1544 4191/1583 4153/ARTICULOS DE ABARROTES,ILUSTRE MUNICIPALIDAD DE SAN BERNARDO,86548,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=rKosRzh5VxAHywOwhZacPMPGsSM6t1De2CAGHci+4pc=,2341-610-L116
3851,Desierta o art 3 o 9 Ley 19 886,2016-11-08T11:47:20.953,VESTUARIO PROYECTO PROEMPLEO,Ilustre Municipalidad de Santa Barbara,118860,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=q1DM3MmPu0R2WrLXRrko1GOgj4g4tRS9kjfo+6E0FeU=,3962-144-L116
3852,Desierta o art 3 o 9 Ley 19 886,2016-11-08T11:47:26.257,IMPLEMENTACION Y OTROS UNIDAD DEMOSTRATIVA DE ESQUILA,Ilustre Municipalidad de Santa Barbara,118860,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=kmfG/yie+ZdM4arcNoWK8qatmUy7h8ZzKKic00CWb1E=,3962-145-L116
2820,Desierta o art 3 o 9 Ley 19 886,2016-11-08T11:54:27.753,Servicio de Productora para el Aniversario n 442,ILUSTRE MUNICIPALIDAD DE JUAN FERNANDEZ,108932,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=tqlb8kLzsZBj74O7q6/3+ZH8LpbCbdzNHki70f+f+Jw=,2920-83-LE16
4327,Desierta o art 3 o 9 Ley 19 886,2016-11-08T12:04:21.57,ADQUISICION DE CALZADOS,Ilustre Municipalidad de Cabildo,115459,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=mS9Flw+8hDb+uuJql0KoxKvaLUqeXtZ22uvr+rX+pdU=,4561-53-L116
3380,Desierta o art 3 o 9 Ley 19 886,2016-11-08T12:11:00,Insumos para Taller Mantenimiento pm 353 357,Ejercito de Chile,111870,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=oHSzdLJAut2IcT6eU1SpC7a7Cza0r1YdGAxRNNkAZz8=,3540-277-L116
959,Desierta o art 3 o 9 Ley 19 886,2016-11-08T12:22:00,MANT PREV Y CORRECTIVO SIST CALEFACCION CENTRAL,Corporacion Administrativa del Poder Judicial,7342,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=3GlBtdtjrlrOeP46FVUrPx4nPNb0SGexe2IkaD+H1aw=,1700-48-LE16
3647,Desierta o art 3 o 9 Ley 19 886,2016-11-08T12:25:16.573,Impl Programa de Habitabilidad Municipal 2016,Ilustre Municipalidad de Cisnes,116747,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=koZ0Cv3IttwIHfqKmeT2qzkkQh5YKAytfXrlTv8Q+s8=,3791-86-LE16
255,Desierta o art 3 o 9 Ley 19 886,2016-11-08T12:37:30.48,RESISTOR DE PELICULA NUEVA INGIENERIA 2671953,Universidad de Talca,7147,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=kN5ukSja0LC4oe7draIVjKyzxlBHNIuEL4s9wS+3fEE=,1469-268-L116
770,Desierta o art 3 o 9 Ley 19 886,2016-11-08T12:40:12.63,efd Lic Mantencion Equipos Imagenologia,Servicio de Salud Iquique,7453,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=rHnihck6q4gAu1FwrNvUsKFDHe/ESbwONo9vVQCCXP8=,1647-1770-LR16
1871,Desierta o art 3 o 9 Ley 19 886,2016-11-08T13:11:36.503,ADQ 4184/4193/4195/4201/4202/4203/4205/4206/4188/4138/4143/4145/4146/4149/4150/DIDECO/PES/ARTICULOS DE ASEO,ILUSTRE MUNICIPALIDAD DE SAN BERNARDO,86548,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=HPP7cO6P5Zcz4bpnZyjp60l6vnRwVPk725zz9x1CjgI=,2341-611-L116
3026,Desierta o art 3 o 9 Ley 19 886,2016-11-08T14:31:53.067,Pieceras,ARMADA DE CHILE,111875,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=XS7SrxeiKqFwqazgweZyhA3GQhgZi0QJb5nAAt2i81E=,3085-133-L116
5309,Desierta o art 3 o 9 Ley 19 886,2016-11-08T15:30:52.16,Homologacion de capacidades Refugio Montana en CHS,Ejercito de Chile,111870,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=06e+m6VaKql3MrhD9chad27EwTGubI43EG/IIrXxRpU=,840614-7-LE16
3277,Desierta o art 3 o 9 Ley 19 886,2016-11-08T15:39:16.893,C S TRAUMATOLOGIA MAXILO FACIAL,Carabineros de Chile,113812,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=NtQm9WHUJSWEO+zjGBBVJ6hCpTSXgNeM18xfvq6WQ6c=,3471-47-LQ16
1799,Desierta o art 3 o 9 Ley 19 886,2016-11-08T16:18:17.877,CONTRATO DE SUMINISTRO DE DIFERENTES MATERIALES DE FERRETERIA PARA LA COMUNA DE MOLINA 2,ILUSTRE MUNICIPALIDAD DE MOLINA,84961,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=xLtE8Inx+SzPaFrRdSIJblqgO2lxxtRQisZzhMjmlqE=,2309-85-LE16
2847,Desierta o art 3 o 9 Ley 19 886,2016-11-08T16:22:05.387,COPAS Y MEDALLAS,ILUSTRE MUNICIPALIDAD DE LA GRANJA,112097,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=T/n3icE48K3eDeRMvbgn8KmlPrqmT9mEBofXNhtrwx0=,2961-1004-L116
3891,Desierta o art 3 o 9 Ley 19 886,2016-11-08T16:42:46.623,ADQUISICION DE ARTICULOS GASTRONOMICOS,Ilustre Municipalidad de Puchuncavi,119270,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=HNnCUcRCPUVtXDCKS08+/NCXKdeM8iT8vDX35417BtM=,4011-64-L116
3893,Cerrada,2016-11-28T17:29:27.543,ADQUISICION DE ARTICULOS GASTRONOMICOS,Ilustre Municipalidad de Puchuncavi,119270,,4011-66-L116
1961,Desierta o art 3 o 9 Ley 19 886,2016-11-08T17:10:24.97,ADQUISICION DE EQUIPO PARA DIFERENTES CESFAM,I MUNICIPALIDAD DE COPIAPO,86872,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=5xQV7gUzPb3NpqjL18sO5ji72peA8GKDHMYcQI3J/ps=,2381-121-L116
588,Desierta o art 3 o 9 Ley 19 886,2016-11-08T17:13:51.707,PARACETAMOL 120 MG/5 ML/PENTOXIFILINA/PIRIDOXINA/POLIMICINAPOLIVITAMINICOS CM JBE 100 ML/POTASIO GLUCONATO/PRAMIPEXOLE/ CONSUMO NOVIEMBRE 2016,Hospital Dr Felix Bulnes Cerda,7383,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=qF9ztPF58qYz/3shSRNlVj7P5Uja67qLHcLLDhEQJSQ=,1559-780-L116
8,Desierta o art 3 o 9 Ley 19 886,2016-11-08T17:20:59.397,REPOSICION CUBIERTA LABORATORIO REG DE VIALIDAD,MOP Direccion de Vialidad,7248,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=il1mk9F454/a9401QjVO5d2xJsVzhL40yhR3K9FFIIU=,1003-65-LE16
10,Desierta o art 3 o 9 Ley 19 886,2016-11-28T16:51:31.073,REPOSICION CUBIERTA LABORATORIO REG DE VIALIDAD,MOP Direccion de Vialidad,7248,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=wqGFS8P09TmCJYgMdlNioLkDIQZll+dyq1kHqDBxWrs=,1003-68-LE16
591,Desierta o art 3 o 9 Ley 19 886,2016-11-08T17:42:03.787,TESTOSTERONA/TIAMINA/TIORIDAZINA/TOLBUTAMIDATRAMADOL 50 MG/TRAMADOL PARACETAMOL/VITAMINAS ACD CONSUMO NOVIEMBRE 2016,Hospital Dr Felix Bulnes Cerda,7383,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=lJ8893eVyCUfQcCFLxN9/dAyeZF61qteZHGTCDfnc+0=,1559-783-L116
1889,Desierta o art 3 o 9 Ley 19 886,2016-11-08T17:50:33.637,SERVICIO DE DEMOLICION DE AMPLIACIONES y OBRAS EJECUTADAS SIN PERMISO MUNICIPAL,MUNICIPALIDAD DE LAS CONDES,86571,http://www.mercadopublico.cl/Procurement/Modules/RFB/StepsProcessAward/PreviewAwardAct.aspx?qs=x40i3kje2IZdBryzL/zcVfKKPDVkC94tua1Pi1Mivuc=,2345-367-LE16
